Frequency,Gain,Phase Shift
0.01,1146.074233563938,81.81264356673023
0.010722672220103232,1231.7860778927097,71.94815203271283
0.011497569953977356,1285.4721085546023,61.251712426137
0.012328467394420659,1299.0630265377479,51.73447651413698
0.013219411484660288,1403.2985847353125,48.80791833965525
0.014174741629268055,1650.6130405060749,70.080671242512
0.01519911082952934,1787.6842596623862,66.99409837883644
0.016297508346206444,1999.370734972236,63.77706778099183
0.01747528400007684,2248.4667569692456,60.67635715121203
0.01873817422860384,2544.0651694823705,57.04134023011015
0.02009233002565047,2795.629651086688,51.6546002549819
0.021544346900318846,2823.865954728686,44.08042934771636
0.023101297000831605,2893.9757426458546,35.181469260339874
0.024770763559917114,2867.5832648363858,26.753054907599473
0.026560877829466867,2849.0272895421867,21.442531155055946
0.02848035868435802,2977.348689337829,21.507181354515957
0.030538555088334154,3071.3537066955246,15.625091748574468
0.03274549162877728,3144.697047597304,8.986894863683382
0.03511191734215131,2966.160795432347,1.8508235003722213
0.037649358067924674,2764.2308054746422,-4.3142986373377985
0.040370172585965536,2589.4539448088526,-6.892860712023916
0.04328761281083057,2624.4669288036457,-7.068562929882581
0.046415888336127795,2623.3660431453973,-12.04723830316807
0.049770235643321115,2415.464954399881,-16.197226863128606
0.0533669923120631,2244.3858344407795,-17.061985110318986
0.05722367659350217,2282.81831667776,-18.786808649777548
0.06135907273413173,2179.1035132391876,-22.113224026737406
0.06579332246575682,2019.8669703962346,-22.542684590638217
0.07054802310718646,2051.303054203294,-24.575992180361975
0.07564633275546291,1926.8504040352047,-26.308688707358897
0.08111308307896872,1869.3117062105907,-26.95513647756953
0.08697490026177834,1813.6427846757601,-28.70377752136994
0.093260334688322,1734.2493475569274,-29.281961183428713
0.1,1682.3449186421244,-30.481354700960082
0.10722672220103231,1627.0179180106982,-31.393993415349964
0.11497569953977356,1534.391654281848,-31.42295851502176
0.12328467394420659,1540.3625823906716,-32.704891624857176
0.13219411484660293,1450.0156854190075,-33.326325371583216
0.14174741629268056,1362.084133410815,-32.56733012892254
0.1519911082952934,1325.4959091407802,-33.353359780442304
0.16297508346206444,1286.7560725562544,-33.522646168925164
0.17475284000076838,1241.086831021606,-33.542210636396305
0.1873817422860384,1195.0155337642873,-32.960081781749395
0.20092330025650468,1151.3146989868608,-32.00351876729402
0.21544346900318845,1111.537609743689,-30.613123713900094
0.23101297000831605,1107.4591249917323,-30.310596164852114
0.24770763559917114,1128.8883358689243,-29.66253833256429
0.26560877829466867,1104.7437083144468,-30.132158755863067
0.2848035868435802,1109.5071648297157,-32.309726162321475
0.30538555088334157,1045.117380203344,-33.4198490926963
0.32745491628777285,1010.8540829862422,-34.709301665583695
0.3511191734215131,969.5472529948222,-34.803528865691504
0.37649358067924676,927.0353802832942,-34.73010403056957
0.4037017258596556,884.4219213238499,-33.77039140790306
0.43287612810830595,859.0220445517493,-33.48266650996903
0.464158883361278,842.6835747261783,-32.17915749852805
0.49770235643321115,828.7763475711106,-31.65303136984643
0.533669923120631,812.5149580534621,-31.188574932840375
0.5722367659350217,802.6861869296548,-31.147413991779178
0.6135907273413173,795.2916868045367,-31.640543122519134
0.6579332246575682,763.1680118487856,-31.665309458420538
0.7054802310718645,742.9889989486951,-31.12420062315484
0.7564633275546291,725.1603610567051,-30.772930777966426
0.8111308307896873,717.3702244196443,-30.67308633654604
0.8697490026177834,703.8588361705903,-30.896427193138695
0.9326033468832199,694.4620857398462,-30.991856726985635
1.0,686.3687697706915,-30.939720937065626
1.072267222010323,666.6880037812233,-31.33255702901791
1.1497569953977356,659.3889551603706,-31.62058718492888
1.232846739442066,651.7028406006291,-31.786611730421974
1.3219411484660286,639.8065750738759,-32.56890888586609
1.4174741629268048,634.8701233357842,-33.29826771286554
1.5199110829529332,622.0117753697469,-33.09210630957695
1.629750834620645,611.6047712747283,-34.549802458224384
1.7475284000076847,599.5702993400071,-35.04410066489372
1.873817422860385,587.1152225345501,-35.42940386963194
2.0092330025650478,578.3133091509237,-36.83858275371932
2.1544346900318843,561.283355621315,-38.26640464237512
2.31012970008316,554.6203559741931,-39.708204582777824
2.4770763559917115,539.84198871137,-41.158546011694355
2.656087782946687,524.32206057246,-42.61113359414526
2.848035868435802,511.49962894963625,-42.4269131424429
3.0538555088334154,500.1884894606764,-43.743257974732806
3.2745491628777286,482.2440230993308,-46.90446171024766
3.511191734215131,467.8410206066785,-46.27058750930554
3.7649358067924674,452.204317689174,-47.45728501072167
4.037017258596554,438.06840684121227,-50.88689116259867
4.328761281083057,420.8942258958632,-52.08414790440658
4.641588833612782,405.04560857109107,-53.188690080209554
4.9770235643321135,390.3691210041418,-54.180864506943045
5.336699231206313,371.73621309715395,-58.09636507097755
5.72236765935022,355.91894847448464,-55.73747766950216
6.135907273413176,340.0759931316985,-59.765470342519514
6.5793322465756825,322.52211960360034,-64.08455485631376
7.054802310718645,306.92724869461574,-64.67366363254118
7.56463327554629,290.7276052155158,-65.01323403794404
8.111308307896872,275.81972730624057,-65.06412253205855
8.697490026177835,260.59156408381665,-69.7661259199897
9.326033468832199,245.9259839068575,-69.46450645703625
10.0,231.43224637940062,-68.7549354157014
