Frequency,Gain,Phase Shift
0.01,220.19387293518795,80.50057021588066
0.010722672220103232,236.70104101625427,80.0761859443582
0.011497569953977356,254.48396163220497,79.58506537106489
0.012328467394420659,273.66801393258834,79.00032568734409
0.014174741629268055,313.8667175404565,76.9920921751088
0.01519911082952934,337.565609758117,76.08571916494142
0.016297508346206444,363.76823440102373,75.07578696327589
0.01747528400007684,391.58679648903563,73.9530650031109
0.01873817422860384,421.21368444672567,72.71616739667536
0.02009233002565047,453.05706536189734,71.3402179140011
0.021544346900318846,485.15178250394035,69.83001647158538
0.023101297000831605,518.2692935004452,68.1657512004327
0.024770763559917114,552.7021616993961,66.35041469126122
0.026560877829466867,588.8380050299379,64.28193867917398
0.02848035868435802,630.0594257061659,62.15542775368108
0.030538555088334154,674.9988396218982,59.84077690943435
0.03274549162877728,719.5027831537267,57.41106113334317
0.03511191734215131,758.3151075622218,54.800469728407975
0.037649358067924674,793.595727250963,52.05201305948053
0.040370172585965536,833.2776710157118,49.152110782049434
0.04328761281083057,882.6101512292354,46.156475833373285
0.046415888336127795,925.9560697011904,43.02965027489212
0.049770235643321115,950.6414705143214,39.83719353484202
0.0533669923120631,979.3483732249202,36.53955592622064
0.05722367659350217,1025.6485212148855,33.212979340706084
0.06135907273413173,1046.68655711471,29.81242285321696
0.06579332246575682,1055.0746455924393,26.42545467899218
0.07054802310718646,1093.2529793469694,22.999571629318623
0.07564633275546291,1089.9173227039485,19.590654523436697
0.08111308307896872,1100.70356035175,16.17308188654193
0.08697490026177834,1105.0686528124154,12.80706740102761
0.093260334688322,1091.204908104804,9.511293961041144
0.1,1085.4451765777007,6.359831525952216
0.10722672220103231,1067.2930015371114,3.3790012482272025
0.11497569953977356,1031.8009648089153,0.5928860097172293
0.12328467394420659,1020.1660817297715,-1.907196703825238
0.13219411484660293,975.4537614764196,-4.16579067144758
0.14174741629268056,927.4290415026715,-6.009931245736417
0.1519911082952934,890.5799256097292,-7.4021816745104285
0.16297508346206444,852.0913553902974,-8.123872469906754
0.17475284000076838,809.12745917102,-8.210332155773925
0.1873817422860384,765.927423881993,-7.1932426038342685
0.20092330025650468,727.1524421509358,-4.950184557531216
0.21544346900318845,699.9021664987617,-1.2344001497543078
0.23101297000831605,701.6366202806848,3.441377730507161
0.24770763559917114,748.4946379648229,8.3736352230671
0.26560877829466867,820.2535006842639,11.26151387845391
0.2848035868435802,950.2010473535097,10.280367415286383
0.30538555088334157,1038.6467258266605,5.074217925068369
0.32745491628777285,1091.595070728228,-2.626649855773613
0.3511191734215131,1073.5829411929217,-9.656470436723094
0.37649358067924676,1003.5064520031937,-14.668615366948663
0.4037017258596556,920.4172572936515,-16.88519570395153
0.43287612810830595,859.3101390984806,-17.36138263479891
0.464158883361278,832.1675495537379,-16.488493924866013
0.49770235643321115,816.0265779086102,-15.113609572990393
0.533669923120631,817.502285446095,-14.676976438982786
0.5722367659350217,831.7652140596552,-15.737640753740902
0.6135907273413173,838.8307773904822,-18.28120269301172
0.6579332246575682,806.2271817517609,-20.356270366126722
0.7054802310718645,782.0547808780727,-21.827361475980066
0.7564633275546291,752.3892881938554,-22.537921133159028
0.8111308307896873,735.6257747400025,-22.307699153851665
0.8697490026177834,728.0265534939301,-22.424826188569735
0.9326033468832199,723.5867020211075,-23.51106372392066
1.0,712.240583044953,-24.63718519062579
1.072267222010323,689.7087561289599,-25.803282259189164
1.1497569953977356,676.6381736034295,-26.350489320775313
1.232846739442066,672.1059674470275,-26.8420276834678
1.3219411484660286,660.0868327947155,-28.781826457276207
1.4174741629268048,650.6254522241564,-29.237503357637358
1.5199110829529332,638.3290106357223,-29.60872669804071
1.629750834620645,625.6583035197766,-31.748467123771032
1.7475284000076847,614.0011225296023,-32.040320607900064
1.873817422860385,600.0691957491798,-33.28216727147428
2.0092330025650478,590.7936452231676,-34.536171331613915
2.1544346900318843,570.6066671175951,-35.79760434286229
2.31012970008316,563.4191099401156,-37.06099094392848
2.4770763559917115,549.0013581907199,-38.320025597097526
2.656087782946687,531.1462139281607,-41.089307394355586
2.848035868435802,517.7006626725588,-40.79510879081191
3.0538555088334154,506.8545424905964,-41.99352765574508
3.2745491628777286,486.95254552503263,-45.02828324183946
3.511191734215131,471.8203449054437,-46.27058750930554
3.7649358067924674,455.65051146502105,-47.45728501072167
4.037017258596554,441.7540978557993,-50.88689116259867
4.328761281083057,423.2065384158195,-52.08414790440658
4.641588833612782,407.5948042148054,-53.188690080209554
4.9770235643321135,392.51479551028257,-54.180864506943045
5.336699231206313,372.7691145041375,-55.038661646192
5.72236765935022,357.247189191809,-55.73747766950216
6.135907273413176,341.0652343385019,-59.765470342519514
6.5793322465756825,322.7619277011835,-60.31487515888606
7.054802310718645,307.37292165073194,-64.67366363254118
7.56463327554629,290.99797251716825,-65.01323403794404
8.111308307896872,275.48924768215727,-65.06412253205855
8.697490026177835,260.5392614167983,-69.7661259199897
9.326033468832199,245.75385985813827,-69.46450645703625
10.0,230.80387024307927,-68.7549354157014
